Y,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104
4364,Yes,1.298265059,0.442356392,1.839045993,1.676532142,0.11650385,-0.370656046,1.854163608,1.214988576,-0.601924446,-0.133873926,0.816979542,0.903204284,-1.235288708,0.666256094,2.820084613,0.49696261,0.817362076,-0.307476304,0.102694258,-0.668536461,-0.429250343,0.833525126,-0.355031242,0.132153204,1.087595595,0.616338783,0.40265333,-1.634706763,-0.157959523,1.528160854,-1.228855735,0.084744885,1.649879813,0.214153464,0.309628047,0.100705206,-0.630309119,-0.226697435,0.69383171,-1.771025119,0.116691363,0.571752897,-1.617882395,0.153635823,-1.217731161,-0.241239607,0.84957908,0.365744158,0.125878753,1.019189693,0.422693486,1.861659845,-0.658152047,-0.635664287,-0.034602917,-1.046549594,0.005208428,-1.682635991,-0.172332886,0.575706501,-0.035576634,-1.506591437,-0.088075465,-0.422181187,-0.537382731,-0.597996901,-0.453641936,-1.197907933,1.825971504,0.980988503,-0.863445618,1.388226306,-1.084927719,0.704973813,-0.73533667,-0.294590024,0.529271609,-1.464608974,0.246109524,-0.04097177,-0.444116208,1.880008613,0.474626917,0.977389656,-1.355194081,1.827759301,0.791320564,0.067193398,0.927032449,-0.750556231,1.602141978,0.441317043,0.175234734,0.674973844,0.157884659,-0.355771293,0.360271862,0.502774467,0.523740539,-0.96150901,-0.62937193,-0.703648585,-0.695229234
304,Yes,-0.595975705,-0.549920433,-0.31510452,-0.44416827,-0.510864433,-0.220895652,0.014747829,-0.008686436,0.609423265,0.235363322,0.510760003,0.767356485,-0.628975339,0.50485906,-0.2558848,0.555177587,0.869841355,0.33567504,1.572342741,0.201598385,0.957575573,-1.363150732,-0.179053425,-0.573739695,0.194756516,-0.264136957,-0.883942711,-1.374803471,1.216124082,-0.720221626,-0.528497997,0.540396922,0.203013292,-0.410308906,-0.614464489,-2.87251121,-0.065498282,0.405697752,1.663185435,-0.906357384,-0.262806293,0.424394129,2.153793363,-0.393548081,-0.802484294,-2.112337813,-0.425590194,-0.625526421,-1.415057527,-0.944141484,-0.44120045,0.928742763,-0.274040214,-0.500989667,-0.307436945,-1.811473609,-1.82757752,0.286668521,-0.407900024,-0.406775639,-0.371293051,-1.401748213,0.406068113,0.961313675,-0.248078034,-1.946806048,0.330324919,-0.074970336,-0.655823028,-2.188715556,-0.89958757,0.958791088,1.707096064,1.737181734,-0.791537446,-1.013675316,0.98673475,-1.215624567,-1.137006002,-0.965909734,-1.963262936,1.070728963,0.180958986,0.26396086,-0.196293214,1.877676853,-0.12077245,-1.691979099,-0.619948861,-0.715147708,1.00492282,0.836583988,1.074752042,0.003571078,0.848452152,-1.097351915,-0.094114003,-0.125291521,-0.165629165,1.048497844,1.034016769,0.435819445,0.989223827
728,No,-0.389538955,-0.352971779,-1.50555612,-2.009447145,-0.220167989,-0.156524956,-0.903468642,-1.648155641,-1.207598301,-0.848717237,0.143296556,-0.319425905,0.255231657,-1.028412758,-0.514800915,-2.41378628,0.1619412,0.858056926,-1.378848262,0.679345637,-0.752476803,-1.107204928,0.093349037,0.595027778,0.299620934,-0.782459314,-0.487057972,0.613625273,-0.351139893,0.844207703,-0.127285202,-0.297817355,-0.12594939,-1.858251201,-0.905520482,0.670075957,-0.318489423,-0.476793297,-1.374697108,1.666700112,-0.61593018,1.665152019,0.340212637,-1.016854328,-0.713279044,-0.313591981,-1.793842752,-1.592076962,-0.764973464,-0.780030497,0.097335273,1.840948392,0.926686593,-0.182059075,0.08745472,-0.361241629,-1.141239124,-0.560405992,-0.078879381,-0.007051825,-1.160981849,-1.350553962,2.130162645,0.562469902,0.979694826,0.225491342,0.896973392,0.36696276,-0.515170083,0.190518455,-2.017626682,-0.886368472,-0.054756956,2.033092684,-0.012483266,-1.152989556,-0.98814598,-0.101618154,-0.680356902,-0.148629803,-0.707500053,-0.085811899,-0.384116932,-0.098183505,-0.636770791,-0.320017941,0.867719394,0.810298314,0.29809196,-1.290823741,1.290601412,-0.926957476,0.168648706,-1.008612092,0.632499358,0.553404345,-0.249241939,0.187117592,-2.224734392,-0.133224861,1.60644256,0.487185227,1.292471836
1550,No,0.053524898,0.048459084,-1.392179777,-1.807475677,-0.09605504,0.056292447,-1.217660743,-0.519310883,-0.299087518,-0.060026476,0.143296556,-0.047730308,0.40681,-0.22142759,-1.041442422,-0.02697219,-0.321103324,-2.226802977,-1.082000073,0.262509863,-0.130640111,0.709299335,0.019606462,-0.5059258,-0.748894864,-0.055343455,-0.661700686,0.187649314,-0.545147309,0.12176747,-0.538068073,-0.238561317,0.076674316,-0.419997018,-0.23150577,0.627659828,0.350775999,-0.582986731,2.024586387,0.083660144,-1.148248647,0.614752228,0.556921295,0.259316515,-0.002860965,-1.722870918,-0.333210262,0.035890352,0.018096662,-2.670830671,-0.145788055,-0.158637152,0.307438597,0.583444481,-0.47323912,-0.359576543,-0.75120465,0.590534261,0.495287561,-3.433724209,0.640266702,-0.884372043,1.588377165,0.529862543,-1.402841818,0.88460836,1.265676993,1.958040191,1.12134248,0.953198469,-0.818151652,0.267595305,-0.825076852,1.608151346,-0.297058135,1.367783858,0.114083314,-1.345725653,0.112553819,1.3109244,-0.660650309,0.196965754,-0.47855443,-0.341863675,-1.089359626,0.093459961,-0.316503299,-0.951653263,0.314824602,0.10287664,1.000601882,0.332520106,1.738180858,0.956903767,0.834893659,0.803044431,-0.172968892,1.50740663,-1.33338968,-1.050849323,0.506006793,-0.837290164,0.557427905
368,Yes,-0.651052703,-0.445526884,-0.428480863,-0.393675403,-0.258102844,-0.097409011,-0.305907084,-0.524781859,0.912260192,-0.503111174,-1.449045046,-1.949599492,6.495206747,-0.624920174,-0.593318376,-1.831636502,-0.818835951,0.335471871,-1.547217892,0.854348936,0.614234617,1.118718108,-0.132479642,-0.27892875,-0.322161426,-0.177295214,-0.291161513,-0.232281708,-0.033409883,-1.676326454,0.243488467,1.327321347,0.759346367,-0.690775199,-1.400785229,-0.35235806,0.757625472,-0.784749069,0.876365061,-0.779344152,-0.007209924,-0.038895593,-0.137730055,1.349921545,-2.298799671,0.986229496,-0.200599643,-0.943616641,1.153336303,0.599810356,1.319459199,-0.867693898,-0.007067591,-0.965866932,-0.069164712,-0.074418719,-0.342732079,0.355465085,2.67766948,-0.206126163,-0.253755308,0.654870431,0.448421429,0.306336648,-2.105711971,0.965898934,1.035372528,-0.125681792,1.544692214,0.90818301,-0.167262919,-0.89474502,-0.627948487,-0.920226886,-0.231214319,-0.136310502,-0.471682465,1.764977046,-0.160133099,-1.496479998,0.823060081,-1.235029035,-0.369059968,0.389164806,-1.189249703,-0.51202452,1.585833863,0.133545178,-1.21067117,1.303749651,-0.622457504,0.680803526,0.795197453,-0.431942911,-0.794107262,0.720838537,0.8320827,-0.077235586,1.748895372,-0.282044095,0.332656559,0.262945635,0.546995301
660,Yes,-0.350781068,-0.486423326,-0.71192172,-0.999589806,-0.506534912,-0.50990694,0.598886624,1.680021554,0.00374941,-0.650806073,0.265784372,0.156041391,-0.325818655,1.069748678,-0.215285527,0.846252476,0.981991362,-1.069139584,-0.57725206,-1.51808565,0.823515957,1.443217407,-1.140328519,0.489772963,-1.128854157,-0.534324501,-0.246926454,0.484400302,-0.714291508,-0.421866725,1.803811829,1.329256667,2.657510185,-0.788039962,0.144809435,1.071010842,0.599548541,-1.00788262,-0.179174157,-0.037843037,2.356971036,-0.996872582,0.045824044,1.207212679,0.397814756,2.253251781,-0.972549233,0.431179705,0.416616467,-0.468503369,2.851000568,1.308821542,-0.978451482,1.613204993,0.661805397,-0.274368337,-1.264357224,0.75503737,-1.645498509,-0.417703081,-2.12607553,-2.07024206,0.929821486,-0.148001317,0.004966161,-1.081178489,1.904959022,0.493766741,0.02617344,1.2061628,1.307192964,1.130676289,-0.736327386,0.272759505,-1.150767586,1.957778917,-0.562103499,0.851361319,-0.301311417,-2.185873162,0.888553159,-0.632546501,-0.961449627,1.02903986,-1.558260687,1.148879542,0.296793951,0.247840862,-0.026610692,-0.089333293,0.577476958,0.987220503,-0.943929839,-0.456675285,1.001436388,-0.898856165,0.70767565,-0.164949772,0.699410038,0.81357259,-1.845944147,0.581420418,0.516866258
867,No,-0.118233742,0.184063075,-0.881986234,-0.191703935,-0.020185329,0.054978759,-1.735182858,-1.556972704,-0.601924446,-0.503111174,-0.959093784,-1.338284397,1.392069224,-1.431905342,-0.942433819,-1.016626813,-0.438450569,0.276787859,-2.008556194,0.571453538,0.445206426,-1.155991807,0.154905558,0.483213401,1.06833439,1.031143189,-0.081656386,-0.806213602,1.563826061,0.076211181,-0.100528277,-0.842931058,-0.533853399,0.027244198,-0.481293802,-0.126525494,1.149805918,-1.037075142,0.280738542,-0.756745008,-0.564909089,-0.059926462,1.249597049,0.310143765,-0.14042061,1.323518429,-0.822039204,-0.746738783,0.488465108,0.02961643,0.910725674,-0.521419556,-1.189275171,0.166375617,0.376848825,-0.227644254,0.690919063,-0.480646309,-1.271600706,-0.302613766,-0.651377849,0.708584248,0.263554787,0.345431113,-0.206106551,0.852473381,-1.576524013,-0.664820321,0.345400618,-0.421519835,1.165134907,-0.209133301,2.735928745,2.578416729,0.961826263,-2.463535934,-0.32949595,2.615353437,-1.456345513,-0.810363064,2.285939212,-1.21174348,-1.358162092,1.163252635,0.636294306,0.866993903,0.825347383,-0.852748832,0.077055606,0.806661371,0.773762529,-0.692192957,-0.904457995,0.444502382,0.540286073,0.390992012,-1.58907068,1.455791036,1.366264893,-0.41818126,-0.229797863,-0.469473238,0.219831254
2404,No,0.436616019,0.698497264,-0.881986234,-1.151068407,0.507603959,0.010313378,-0.903468642,-2.350264254,0.306586337,0.458382619,-0.040435167,-0.523197604,0.65944057,-1.109111275,-0.492203207,-1.249486724,0.172710418,1.04541877,-0.458594856,1.144305135,1.036819864,0.50146301,-0.630214267,1.385736815,1.447935279,-0.7468603,-0.19449193,-1.05528491,0.700084957,1.34501364,-0.012068289,-1.264928399,-1.176630283,0.222510142,-0.678228416,-0.192585049,0.78607652,2.392761194,-0.06527309,-1.535912904,1.236211055,-1.035717385,-0.074825079,-0.51084805,0.058645008,1.668952304,0.293188064,0.173185322,1.125608918,1.362367313,1.236793136,-1.381584853,1.924945117,-0.280555428,-1.316891417,0.030590377,0.246653306,0.144978931,1.246893184,0.345291548,-0.281838817,0.415005561,-0.575367988,-0.878937597,-0.292318839,-0.109943993,-0.313532612,0.243067431,0.356390024,-1.255312655,0.830957568,-0.835415279,0.528838705,-2.220038843,-0.746329661,1.214047216,1.031226515,-1.502207483,1.182896978,-0.036477498,-0.404345863,0.348109868,-0.83682853,-0.628271371,-0.301218744,-2.084220218,1.003712216,-2.114684165,0.207553231,1.568670371,1.185665167,-0.773537611,0.089544006,-1.054211761,0.286572666,-0.643423725,0.026089271,-0.452472132,0.566574223,1.035649051,0.311840413,0.156984213,0.65020108
3944,No,0.612046458,0.275541958,-1.222115263,-0.797618338,0.270304947,-0.334529635,-0.967102485,0.294040914,0.488288494,-0.09842715,0.572003911,0.359813089,0.937334198,-0.463523141,-0.784632873,-0.725551924,-0.945187374,-0.285206196,0.882826075,-0.277466534,0.087992149,0.522909798,1.227847943,0.685444408,-0.103202723,1.560581024,0.941595002,1.759483549,-0.670524536,-1.167400388,0.266133287,1.255262098,-0.638898177,1.12770772,0.630248876,-0.177970822,1.848515098,0.252384316,0.044614382,0.680837904,0.747682734,0.530423316,-0.573547175,0.002009051,-1.250491508,1.765097771,0.276495587,1.132640425,-0.377009179,-1.030732098,0.022177829,0.79025082,0.122550179,-1.288085638,-0.103064834,-1.553310962,0.441266861,0.908878688,0.976371767,0.066068595,-2.377539691,0.188883921,-1.125711423,-0.973687719,-0.507208082,-2.34029619,0.845801024,0.723640403,0.025635713,0.681810667,1.225340563,-0.813994032,-2.309633685,-1.101388391,-0.045634662,-1.046985784,-1.642324216,-1.229280347,1.73118687,-0.490285529,-1.112808934,0.329093551,0.604523634,-1.556411639,-0.082590124,0.044640435,-0.729763382,0.478568486,-0.781253626,-0.560382616,-1.553920685,0.632576467,1.121582611,-0.380250504,-0.478918993,1.389824064,-0.048246092,-1.477092436,-0.811998484,-1.086632702,0.519477096,0.444452553,-0.079781315
620,Yes,-0.40871391,-0.427231108,-0.995362577,-1.10057554,-0.513956949,-0.45867312,-0.651418967,-0.873100678,0.00374941,0.309210771,-0.22416689,0.088117491,-0.047925027,-1.189809791,-0.458881162,1.486617232,-1.378522511,-0.695423538,0.339000592,1.630382239,0.240437322,0.92763977,0.623080734,-0.460178296,-0.580193313,0.203830033,-1.091923726,-2.690624673,-0.387077882,-0.529520691,-0.237829347,0.069360475,-0.975194761,0.797027072,-0.991072037,-0.881684158,-0.00462607,0.841730636,1.030276001,-0.91151537,0.175929632,0.444034946,-0.078294129,-1.240635373,0.392509882,2.168215426,0.662342286,-0.280490118,0.456240717,1.866307011,-1.96074289,0.088562401,-0.02376001,-0.072282199,0.612943691,0.173779204,1.401758661,0.87880228,1.031586718,-2.608052312,-1.117420201,0.577195552,0.635663071,-0.451468146,-0.042958663,1.2701065,-1.277383753,1.418295339,2.319798132,-0.222732737,-1.036805293,-0.89799009,1.850360251,0.24044425,-1.961235236,1.266217558,0.331758469,0.208317603,-0.664805378,-0.219793385,0.491984052,1.599660162,-0.338274547,-1.496136706,-0.177754647,0.05287408,-1.546061953,-0.634867339,-1.097053536,-2.021991907,-3.104123271,-1.178243327,-0.620557382,0.035148266,-1.349219236,1.148306001,-1.599173627,0.312935195,0.327677269,-1.063751153,-0.675413395,0.153265471,-0.23293964
1354,Yes,-0.056221121,-0.324990003,-0.768609892,-1.10057554,-0.372525913,-0.005450874,0.506915835,0.850256829,-0.117385361,0.589831079,-0.162922982,0.359813089,0.027864144,-0.624920174,-0.032205789,-0.667336946,-0.340010606,1.37084598,-0.08065669,-0.928822707,-0.519868953,1.36213334,0.930731002,1.511905426,-2.052749338,1.371773032,0.209345714,-0.235896315,-0.331193098,0.431622845,-0.804577383,-0.014343313,-0.52770007,0.42730443,-0.034774569,0.656108687,0.945502081,-0.400243537,0.936496873,0.315649544,-1.314808051,2.078895634,3.175808882,-1.166981423,0.11846612,1.36855019,0.708224443,-0.82548909,-0.156112049,-0.065300216,1.455501947,-1.026989226,-0.495543703,-0.579714621,1.097128601,-0.491399389,-0.224644315,0.954508792,-0.673073568,0.367971287,1.218660654,-0.581837544,-0.606377142,-0.478689573,0.932293309,0.11373218,0.262675052,-0.285243791,0.882680864,-0.242437843,-0.506555137,-0.686035928,1.762164644,0.889778491,-0.539977045,0.672992551,-0.127026416,-0.919754138,1.190527128,-0.000288829,0.386447238,-0.413168764,0.373621379,0.258914488,-0.721456512,-0.838583499,-0.709754769,0.286552613,-0.069911591,0.359124369,-0.121433275,-0.637218159,-1.062100778,-0.765477401,-0.937662205,-0.990259144,0.231616154,0.430978428,-0.743643479,0.824286279,-1.05614939,0.261006256,0.494827672
1326,Yes,-0.048469544,-0.31853267,0.932035251,1.070617739,-0.410873103,-0.532896474,1.650336454,0.075201866,-0.904761373,-1.09389077,0.020808741,0.767356485,-1.058447309,1.473241261,0.392746031,0.613392565,0.09627446,0.183313576,-0.56967064,-1.220890098,-1.446618127,-0.794562222,0.359615968,-0.947681898,-0.246324158,-0.35029613,-0.702788887,0.194540292,-0.507354644,-0.648394188,0.557489885,-0.563726391,-0.630208683,1.285620045,-0.34218231,0.478785784,-1.245863849,-3.327231695,0.19528807,2.516701632,-1.795220903,-0.965346675,0.038119771,-1.519570873,0.932287342,-1.326979958,-0.030248222,-0.391547482,0.505699862,0.538065637,0.047047016,-1.556929631,0.593878866,-0.737259449,1.373852918,-0.229451859,2.033955064,-0.155106836,-1.155361458,-0.32003042,0.084271962,-1.194365188,-0.340847484,-0.328704559,-1.470037194,-0.841983853,1.559982072,-0.175350935,-0.313356885,-0.796422143,-0.158396137,0.188883531,1.670721837,0.41135146,0.310523081,-0.026924358,1.313280542,-0.409827397,-0.705000274,-0.392472991,0.085278181,1.815138401,0.418516615,-0.482829555,0.871184553,1.278093599,1.865298554,-0.694673211,0.142087724,-0.532631856,0.495221983,-0.713619673,0.149770098,2.2337171,0.771989258,0.762606194,0.635053705,-1.660168391,0.572122452,-0.360627824,0.802125611,-0.205339804,-1.486208151
3896,Yes,1.089788421,0.773832815,2.462615879,1.828010743,0.371120948,-0.502681657,1.845463669,1.976366099,0.488288494,-0.574004725,1.245686897,1.242823781,-2.094232648,0.26276351,2.717437395,1.02089741,1.280586892,0.427666875,-0.135552037,-1.076208306,-0.387438384,-0.086755509,1.238242108,-0.139949966,-1.626937523,0.090547053,-0.630548619,-0.282929365,0.749309965,-0.488618452,0.518894999,-0.263759666,0.462084577,1.219761432,-0.413858988,-0.313188703,-1.915043715,0.390671307,0.039138272,-1.466131393,1.448824398,-0.890361396,0.255113365,0.850616228,1.002637977,-0.445466778,-0.962152836,-0.153453318,1.03029975,-0.547454777,-1.704679408,1.09352636,0.64414238,1.099631478,0.767577697,-0.122100667,-0.444723683,-1.135897778,-0.177395276,0.322484005,-0.374717828,0.722796999,1.184657971,-0.081971437,0.521686829,1.171599474,0.749952572,0.234070663,-0.426271318,-0.481921051,-0.222466837,-0.603688015,0.433079988,1.214030287,0.197270772,-1.011389799,-1.375240171,-0.65430292,0.632365629,-0.163897862,0.50801443,0.237964674,0.587044242,-1.481260919,0.080926667,-1.046673721,1.547347577,0.763310961,1.676424693,-0.911931651,1.322801354,0.281350362,-1.314877265,0.169630564,0.976615216,-0.988483559,-1.844267832,1.040262794,-1.545160339,-0.011639213,0.341231073,-0.859002324,-0.066416375
711,Yes,-0.371179956,-0.445526884,0.308465365,0.464703335,-0.481794789,-0.546690194,1.22279657,-0.253056707,0.306586337,-0.503111174,0.572003911,0.631508687,-0.325818655,0.26276351,1.023183791,-0.376262057,0.620228003,1.585241666,0.957989975,2.213002775,-0.753705469,-0.236623267,-0.035302964,0.912648441,-0.099677641,-0.973181479,-0.834858153,-1.285992848,-0.048750961,-0.581903022,0.816692151,-0.981792,-1.021644764,-0.7561768,0.279779553,-1.150333514,1.087427857,-0.702047571,-1.02871733,-1.869509184,-0.822311021,0.89584803,-0.532419539,0.870971958,1.224868076,-0.294392962,0.562641593,-0.414693972,0.705090196,0.71649326,-0.96870231,1.406889311,-2.021240656,1.03016115,-1.233744539,-0.433140663,-1.038640517,0.633712261,-1.473669963,-0.592681104,-0.42807397,0.995667217,-1.490127935,0.262508175,-1.315396654,1.220031952,0.539346839,-0.395228536,1.166440983,-0.7477105,-0.225455604,0.172346885,1.255399298,0.475984652,0.712167703,1.355695212,-0.183167103,0.190607873,0.242595329,-0.956629183,2.979423436,-0.573729666,0.205081842,1.18825465,-1.972468735,0.171421375,-1.014564953,-0.033987767,-0.32427531,1.540828133,0.347080249,0.238302478,0.91650358,0.799514871,-0.073106662,-0.10109275,-0.526877959,-0.120973007,0.605904416,-0.247250108,-0.287707831,-2.62607524,-1.299483552
225,Yes,-0.648196858,-0.704896423,-0.428480863,-0.494661137,-0.662191518,-0.533553318,-0.121965506,-0.398949406,-1.510435229,-0.060026476,0.204540464,-0.251502006,-0.578449225,0.182064993,-0.037184945,-1.074841791,0.312227821,0.753509514,0.845453336,0.029796972,0.697023828,1.61316942,-0.184503232,0.962350493,-0.74339723,-0.151693607,-0.108162669,2.650894504,-0.271141667,-0.487772146,1.349017829,-0.714178552,-2.169319818,0.003868589,-1.299323614,1.634204458,0.31639883,0.908555158,-1.105933444,0.549820227,0.048773447,0.550286186,-0.583457224,-0.830622013,0.944765373,-0.726592413,0.506802915,-1.221070509,-1.059936375,1.004819315,0.371967493,-0.294756559,0.046975884,-0.008188969,0.565785651,-0.963648792,1.220424277,-0.731497283,0.814223028,0.258114801,0.494084359,-0.686081469,0.520636498,-0.99627562,1.349858845,-0.243708529,-1.175403089,1.534039537,-0.437364815,-0.129022021,-0.873513979,0.112529555,-1.240825452,-0.083889661,-0.54909193,0.088915975,-0.39921591,0.466224902,-1.248888151,-1.475486497,-0.023302283,0.294537081,-0.291663833,-0.323792548,0.371140424,-0.596913905,0.574794362,-1.087623215,0.385817575,1.245002115,-1.538140365,-1.30025009,0.829234634,0.962199503,-0.483587443,0.374774636,-0.526663675,-0.457426744,-0.035206167,-0.311128497,0.070778242,-0.282528663,0.814822454
447,Yes,-0.502548796,-0.557453988,0.025024508,0.363717601,-0.575394921,-0.543405975,-0.594247936,-0.462777462,0.306586337,-0.503111174,0.143296556,-0.319425905,0.381546943,0.585557577,-0.442794658,-0.783766902,-0.886523796,-0.345283808,-0.11893395,0.602856326,2.056504138,-1.043622485,-0.841543624,0.38534272,0.738882053,0.651213879,0.498524289,-0.660919597,-0.945574516,1.46609268,-0.197663965,-0.660399757,0.055744672,0.696134737,1.571138791,-1.018336653,-0.030689663,-1.390357539,-0.898219598,-0.072885035,-0.728367188,-0.361643646,0.27743105,-0.611093735,1.982541757,0.714379321,1.419093751,-0.221006409,-0.560132744,-1.233083976,0.621949939,0.342835894,0.148579679,0.85228133,0.434689355,-0.049090159,-0.709282205,-1.141734526,0.809737697,-1.855427598,-0.419869936,0.489311773,-0.858501966,0.538940985,0.008716743,-1.572082189,-0.006027069,0.143592182,-1.106582035,2.358125564,-1.049658252,0.72669484,-0.195393552,0.111621429,-0.349729703,-0.550486415,-0.734237488,0.412280418,-0.481367772,1.453314836,0.224565384,-0.86964643,-0.72910698,0.078391677,0.427502751,0.05221235,-1.189431991,1.380292015,1.548055492,0.971257788,-0.284789226,0.558643761,-0.09473284,3.429455536,-1.534046542,0.805164809,0.571174801,1.106101504,-0.267538813,0.046736544,-1.550566989,-0.525302044,-0.155663518
239,Yes,-0.690218568,-0.7135062,-1.052050749,-1.10057554,-0.612092769,-0.318765383,0.265803226,1.907978896,0.155167873,-0.392339999,-0.101679075,0.903204284,-0.957395081,0.585557577,0.161215274,0.671607543,1.392876997,-1.289029826,0.536534646,0.70703831,0.832084086,-0.748570729,0.630174074,1.651422554,0.397795753,-1.317410407,0.906135262,1.276666128,1.108251449,-0.266479979,1.149660366,0.207615438,0.589738694,1.004547329,0.051058748,-1.582327059,0.144679167,1.413437551,0.30181497,1.320299523,-2.52578431,-1.42678357,-0.540857833,-1.247380311,-1.382499592,1.479008962,1.392353934,-0.3331053,1.712476426,-0.698774553,-0.597188564,-2.019851475,-1.180555038,0.50808781,0.510455301,-0.524987636,0.305301616,1.370287779,-1.397609151,-0.490282068,0.511729631,-1.11032763,0.603714231,-2.21171357,-0.994624685,0.898433685,-0.068250303,-0.692232519,0.076131162,-2.071456102,1.680729247,-2.68458263,1.730454894,-0.864195708,0.429517327,-1.166684374,0.710771175,-1.395153125,1.021418432,-1.191084965,-1.89738415,-1.372053172,1.401800215,1.658157849,0.58066103,-1.363692017,0.588335369,-0.080827094,0.11104268,0.892972164,1.072592532,-0.484766482,-0.387103527,-0.122132983,0.951896907,0.718613919,-0.791210813,0.460961505,0.702150833,1.788969989,-1.214919471,-0.478418335,-0.854216968
416,Yes,-0.545386462,-0.605883985,-0.881986234,-1.151068407,-0.615185285,0.88063146,-0.113265566,0.749955598,-0.299087518,-0.798500972,-1.204069415,0.631508687,3.31206156,-1.189809791,-1.022291822,1.137327365,-0.494190201,-0.961813215,-0.54345012,1.13936791,0.294725723,0.327761687,0.370357643,-0.94667507,1.464960832,0.174827476,0.492027211,0.11223616,1.09998115,-0.458866237,0.319486375,1.375468351,-1.132748804,0.123820175,0.036351172,-0.638465457,-0.127128746,0.163101674,-1.116966496,0.195456868,0.31950185,0.639347758,-0.396436828,0.955913268,0.478648404,-0.024418423,-0.147437655,-0.465536858,-0.307186577,0.026926306,0.000483648,-0.371167088,1.18329306,-1.124170605,0.812557764,0.562156562,-0.198103408,-0.164583063,-0.272224977,-0.121293425,-0.386545149,-0.198602641,1.850494675,1.138043683,0.15509656,1.242289208,-1.954678712,0.637818562,-1.043268966,0.464628951,1.808113962,1.67232174,0.399980228,-1.42305202,-0.067767226,-0.771603949,1.21320417,-1.013587732,-0.364527718,-1.480987566,-0.257835203,-0.456904982,-1.094808994,-0.3560786,-1.172672611,-1.394406473,-0.884818587,0.936934483,-0.67767076,-0.092488899,-0.138515966,0.299636091,0.487096511,1.386586212,0.389149358,-0.940634541,0.012010117,-0.432906722,1.255012058,-1.054432082,1.008108589,0.280818826,1.453578342
419,Yes,-0.549058262,-0.525167324,-0.31510452,-0.141211068,-0.581167616,-0.525671192,-0.04366605,0.335073236,0.064316795,-0.687729797,-0.285410798,-0.455273704,-0.224766426,0.101366477,-0.192496313,0.962682432,-0.069916948,1.333015845,-1.195802759,-1.002260852,0.7355661,0.284889466,-0.432901254,2.034284791,2.039589665,0.806513415,-1.199991601,0.68206925,-0.000802275,0.637335722,-0.517271991,-0.358027363,1.289742451,0.044792719,0.428050811,-0.187980567,-1.650067115,-0.099488815,1.185904584,0.574520996,0.572701456,-0.846088413,-0.855448262,-0.124274587,-0.70423768,1.750218642,-1.590781919,0.382692095,-1.217883099,-0.129052246,-0.391876604,0.713216102,1.106854869,0.014611705,1.159549497,-1.231550825,0.576731071,-0.186493426,-1.16312265,-0.70684265,0.321888914,1.253785935,-0.837595378,0.640375385,-0.90958144,0.278426682,0.063130061,-0.713430239,1.596524214,-0.982400166,0.510368953,1.624665145,-1.092357696,1.332747671,-1.159090305,-0.377910004,-0.235312085,-0.510438219,-2.147682486,1.192343222,0.009732474,0.940476329,0.331470381,-2.180928819,-1.646109016,-1.284176803,0.983194309,2.000781861,-0.637088466,-0.704047654,1.454966529,-0.378006086,-0.212247958,0.059503027,-0.246758569,0.373907791,0.359613238,0.504172897,-0.229673041,-0.266532643,-0.347880491,0.754140621,0.240202356
722,Yes,-0.309167336,-0.348666891,0.08171268,0.313224734,-0.39417352,-0.499397438,0.365231106,0.018668445,-0.601924446,-0.554804388,-0.77536206,-0.183578107,-0.679501453,0.182064993,-0.28939835,0.555177587,1.395931945,0.138314857,-0.856814339,3.251422548,1.495633853,-0.56448397,-1.195258394,2.472368825,0.879790563,0.058429238,2.101816391,0.873126101,0.374145256,0.281214049,-0.195142209,0.408253203,0.026486709,-1.260099688,-0.161718316,0.140422014,-0.775989659,0.151691366,2.521905996,-0.26421223,0.344271783,0.620574658,-1.267490035,0.982363096,0.348650291,-0.200466784,-0.322063279,0.998909887,-1.492059635,-0.278651538,-0.72924547,-0.476003581,0.105024122,-0.092699719,0.188819718,1.19926463,0.487583947,-0.50277971,0.389573328,-0.178330943,-3.325467365,0.038885989,0.416797106,0.168419092,-0.480068026,-0.372851176,0.117059858,0.094432445,0.1774518,-0.607410115,-2.376684784,0.5900223,-1.556647833,0.933759786,0.537818162,-0.464097826,0.284657106,0.036852293,-0.233477974,-0.19619041,0.36926563,-0.374899278,1.445030867,-0.957254226,-0.742405638,-1.36144461,0.937346644,-0.460710835,0.296094267,0.154075966,0.457661772,0.421133087,-0.729824306,-0.783254973,0.304477673,1.456815626,0.650136614,1.226540715,0.009081564,0.632305014,0.208456972,-0.904404963,0.279617522
